12 0.5
15.0	180.0
20.0	225.0
25.0	250.0
30.0	305.0
35.0	320.0
40.0	380.0
45.0	400.0
50.0	450.0
55.0	460.0
60.0	510.0
70.0	560.0
80.0	640.0
